id,number,name,team,section,type,sort_order,owned,duplicates
361,GER014s,Leon Goretzka,Germany,Germany,Silver,361,FALSE,0
362,GER015s,Jamal Musiala,Germany,Germany,Silver,362,FALSE,0
363,GER016s,Serge Gnabry,Germany,Germany,Silver,363,FALSE,0
364,GER017s,Kai Havertz,Germany,Germany,Silver,364,FALSE,0
365,GER018s,Leroy Sane,Germany,Germany,Silver,365,FALSE,0
366,GER019s,Karim Adeyemi,Germany,Germany,Silver,366,FALSE,0
367,GER020s,Nick Woltemade,Germany,Germany,Silver,367,FALSE,0
368,CUW001,Emblem,Curaçao,Curaçao,Foil,368,FALSE,0
369,CUW002,Eloy Room,Curaçao,Curaçao,Base,369,FALSE,0
370,CUW003,Armando Obispo,Curaçao,Curaçao,Base,370,FALSE,0
371,CUW004,Sherel Floranus,Curaçao,Curaçao,Base,371,FALSE,0
372,CUW005,Jurien Gaari,Curaçao,Curaçao,Base,372,FALSE,0
373,CUW006,Joshua Brenet,Curaçao,Curaçao,Base,373,FALSE,0
374,CUW007,Roshon Van Eijma,Curaçao,Curaçao,Base,374,FALSE,0
375,CUW008,Shurandy Sambo,Curaçao,Curaçao,Base,375,FALSE,0
376,CUW009,Livano Comenencia,Curaçao,Curaçao,Base,376,FALSE,0
377,CUW010,Godfried Roemeratoe,Curaçao,Curaçao,Base,377,FALSE,0
378,CUW011,Juninho Bacuna,Curaçao,Curaçao,Base,378,FALSE,0
379,CUW012,Leandro Bacuna,Curaçao,Curaçao,Base,379,FALSE,0
380,CUW013,Team Photo,Curaçao,Curaçao,Base,380,FALSE,0
381,CUW014,Tahith Chong,Curaçao,Curaçao,Base,381,FALSE,0
382,CUW015,Kenji Gorre,Curaçao,Curaçao,Base,382,FALSE,0
383,CUW016,Jearl Margaritha,Curaçao,Curaçao,Base,383,FALSE,0
384,CUW017,Jurgen Locadia,Curaçao,Curaçao,Base,384,FALSE,0
385,CUW018,Jeremy Antonisse,Curaçao,Curaçao,Base,385,FALSE,0
386,CUW019,Gervane Kastaneer,Curaçao,Curaçao,Base,386,FALSE,0
387,CUW020,Sontje Hansen,Curaçao,Curaçao,Base,387,FALSE,0
388,CIV001,Emblem,Ivory Coast,Ivory Coast,Foil,388,FALSE,0
389,CIV002,Yahia Fofana,Ivory Coast,Ivory Coast,Base,389,FALSE,0
390,CIV003,Ghislain Konan,Ivory Coast,Ivory Coast,Base,390,FALSE,0
391,CIV004,Wilfried Singo,Ivory Coast,Ivory Coast,Base,391,FALSE,0
392,CIV005,Odilon Kossounou,Ivory Coast,Ivory Coast,Base,392,FALSE,0
393,CIV006,Evan Ndicka,Ivory Coast,Ivory Coast,Base,393,FALSE,0
394,CIV007,Willy Boly,Ivory Coast,Ivory Coast,Base,394,FALSE,0
395,CIV008,Emmanuel Agbadou,Ivory Coast,Ivory Coast,Base,395,FALSE,0
396,CIV009,Ousmane Diomande,Ivory Coast,Ivory Coast,Base,396,FALSE,0
397,CIV010,Franck Kessie,Ivory Coast,Ivory Coast,Base,397,FALSE,0
398,CIV011,Seko Fofana,Ivory Coast,Ivory Coast,Base,398,FALSE,0
399,CIV012,Ibrahim Sangare,Ivory Coast,Ivory Coast,Base,399,FALSE,0
400,CIV013,Team Photo,Ivory Coast,Ivory Coast,Base,400,FALSE,0
401,CIV014,Jean-Philippe Gbamin,Ivory Coast,Ivory Coast,Base,401,FALSE,0
402,CIV015,Amad Diallo,Ivory Coast,Ivory Coast,Base,402,FALSE,0
403,CIV016,Sébastien Haller,Ivory Coast,Ivory Coast,Base,403,FALSE,0
404,CIV017,Simon Adingra,Ivory Coast,Ivory Coast,Base,404,FALSE,0
405,CIV018,Yan Diomande,Ivory Coast,Ivory Coast,Base,405,FALSE,0
406,CIV019,Evann Guessand,Ivory Coast,Ivory Coast,Base,406,FALSE,0
407,CIV020,Oumar Diakite,Ivory Coast,Ivory Coast,Base,407,FALSE,0
408,ECU001,Emblem,Ecuador,Ecuador,Foil,408,FALSE,0
409,ECU002,Hernán Galíndez,Ecuador,Ecuador,Base,409,FALSE,0
410,ECU003,Gonzalo Valle,Ecuador,Ecuador,Base,410,FALSE,0
411,ECU004,Piero Hincapié,Ecuador,Ecuador,Base,411,FALSE,0
412,ECU005,Pervis Estupiñán,Ecuador,Ecuador,Base,412,FALSE,0
413,ECU006,Willian Pacho,Ecuador,Ecuador,Base,413,FALSE,0
414,ECU007,Ángelo Preciado,Ecuador,Ecuador,Base,414,FALSE,0
415,ECU008,Joel Ordóñez,Ecuador,Ecuador,Base,415,FALSE,0
416,ECU009,Moises Caicedo,Ecuador,Ecuador,Base,416,FALSE,0
417,ECU010,Alan Franco,Ecuador,Ecuador,Base,417,FALSE,0
418,ECU011,Kendry Paez,Ecuador,Ecuador,Base,418,FALSE,0
419,ECU012,Pedro Vite,Ecuador,Ecuador,Base,419,FALSE,0
420,ECU013,Team Photo,Ecuador,Ecuador,Base,420,FALSE,0
421,ECU014,John Veboah,Ecuador,Ecuador,Base,421,FALSE,0
422,ECU015,Leonardo Campana,Ecuador,Ecuador,Base,422,FALSE,0
423,ECU016,Gonzalo Plata,Ecuador,Ecuador,Base,423,FALSE,0
424,ECU017,Nilson Angulo,Ecuador,Ecuador,Base,424,FALSE,0
425,ECU018,Alan Minda,Ecuador,Ecuador,Base,425,FALSE,0
426,ECU019,Kevin Rodriguez,Ecuador,Ecuador,Base,426,FALSE,0
427,ECU020,Enner Valencia,Ecuador,Ecuador,Base,427,FALSE,0
428,NED001,Emblem,Netherlands,Netherlands,Foil,428,FALSE,0
429,NED002,Bart Verbruggen,Netherlands,Netherlands,Base,429,FALSE,0
430,NED003,Virgil Van Dijk,Netherlands,Netherlands,Base,430,FALSE,0
431,NED004,Micky van de Ven,Netherlands,Netherlands,Base,431,FALSE,0
432,NED005,Jurien Timber,Netherlands,Netherlands,Base,432,FALSE,0
433,NED006,Denzel Dumfries,Netherlands,Netherlands,Base,433,FALSE,0
434,NED007,Nathan Aké,Netherlands,Netherlands,Base,434,FALSE,0
435,NED008,Jereme Frimpong,Netherlands,Netherlands,Base,435,FALSE,0
436,NED009,Jan Paul van Hecke,Netherlands,Netherlands,Base,436,FALSE,0
437,NED010,Tijjani Reijnders,Netherlands,Netherlands,Base,437,FALSE,0
438,NED011,Ryan Gravenberch,Netherlands,Netherlands,Base,438,FALSE,0
439,NED012,Teun Koopmeiners,Netherlands,Netherlands,Base,439,FALSE,0
440,NED013,Team Photo,Netherlands,Netherlands,Base,440,FALSE,0
441,NED014,Frenkie de Jong,Netherlands,Netherlands,Base,441,FALSE,0
442,NED015,Xavi Simons,Netherlands,Netherlands,Base,442,FALSE,0
443,NED016,Justin Kluivert,Netherlands,Netherlands,Base,443,FALSE,0
444,NED017,Memphis Depay,Netherlands,Netherlands,Base,444,FALSE,0
445,NED018,Donyell Malen,Netherlands,Netherlands,Base,445,FALSE,0
446,NED019,Wout Weghorst,Netherlands,Netherlands,Base,446,FALSE,0
447,NED020,Cody Gakpo,Netherlands,Netherlands,Base,447,FALSE,0
448,JPN001,Emblem,Japan,Japan,Foil,448,FALSE,0
449,JPN002,Zion Suzuki,Japan,Japan,Base,449,FALSE,0
450,JPN003,Henry Heroki Mochizuki,Japan,Japan,Base,450,FALSE,0
451,JPN004,Ayumu Seko,Japan,Japan,Base,451,FALSE,0
452,JPN005,Junnosuke Suzuki,Japan,Japan,Base,452,FALSE,0
453,JPN006,Shogo Taniguchi,Japan,Japan,Base,453,FALSE,0
454,JPN007,Tsuyoshi Watanabe,Japan,Japan,Base,454,FALSE,0
455,JPN008,Kaishu Sano,Japan,Japan,Base,455,FALSE,0
456,JPN009,Yuki Soma,Japan,Japan,Base,456,FALSE,0
457,JPN010,Ao Tanaka,Japan,Japan,Base,457,FALSE,0
458,JPN011,Daichi Kamada,Japan,Japan,Base,458,FALSE,0
459,JPN012,Takefusa Kubo,Japan,Japan,Base,459,FALSE,0
460,JPN013,Team Photo,Japan,Japan,Base,460,FALSE,0
461,JPN014,Ritsu Doan,Japan,Japan,Base,461,FALSE,0
462,JPN015,Keito Nakamura,Japan,Japan,Base,462,FALSE,0
463,JPN016,Takumi Minamino,Japan,Japan,Base,463,FALSE,0
464,JPN017,Shuto Machino,Japan,Japan,Base,464,FALSE,0
465,JPN018,Junya Ito,Japan,Japan,Base,465,FALSE,0
466,JPN019,Koki Ogawa,Japan,Japan,Base,466,FALSE,0
467,JPN020,Ayase Ueda,Japan,Japan,Base,467,FALSE,0
468,SWE001,Emblem,Sweden,Sweden,Foil,468,FALSE,0
469,SWE002,Victor Johansson,Sweden,Sweden,Base,469,FALSE,0
470,SWE003,Isak Hien,Sweden,Sweden,Base,470,FALSE,0
471,SWE004,Gabriel Gudmundsson,Sweden,Sweden,Base,471,FALSE,0
472,SWE005,Emil Holm,Sweden,Sweden,Base,472,FALSE,0
473,SWE006,Victor Nilsson Lindelöf,Sweden,Sweden,Base,473,FALSE,0
474,SWE007,Gustaf Lagerbielke,Sweden,Sweden,Base,474,FALSE,0
475,SWE008,Lucas Bergvall,Sweden,Sweden,Base,475,FALSE,0
476,SWE009,Hugo Larsson,Sweden,Sweden,Base,476,FALSE,0
477,SWE010,Jesper Karlström,Sweden,Sweden,Base,477,FALSE,0
478,SWE011,Yasin Ayari,Sweden,Sweden,Base,478,FALSE,0
479,SWE012,Mattias Svanberg,Sweden,Sweden,Base,479,FALSE,0
480,SWE013,Team Photo,Sweden,Sweden,Base,480,FALSE,0
481,SWE014,Daniel Svensson,Sweden,Sweden,Base,481,FALSE,0
482,SWE015,Ken Sema,Sweden,Sweden,Base,482,FALSE,0
483,SWE016,Roony Bardghji,Sweden,Sweden,Base,483,FALSE,0
484,SWE017,Dejan Kulusevski,Sweden,Sweden,Base,484,FALSE,0
485,SWE018,Anthony Elanga,Sweden,Sweden,Base,485,FALSE,0
486,SWE019,Alexander Isak,Sweden,Sweden,Base,486,FALSE,0
487,SWE020,Viktor Gyökeres,Sweden,Sweden,Base,487,FALSE,0
488,TUN001,Emblem,Tunisia,Tunisia,Foil,488,FALSE,0
489,TUN002,Bechir Ben Said,Tunisia,Tunisia,Base,489,FALSE,0
490,TUN003,Aymen Dahmen,Tunisia,Tunisia,Base,490,FALSE,0
491,TUN004,Van Valery,Tunisia,Tunisia,Base,491,FALSE,0
492,TUN005,Montassar Talbi,Tunisia,Tunisia,Base,492,FALSE,0
493,TUN006,Yassine Meriah,Tunisia,Tunisia,Base,493,FALSE,0
494,TUN007,Ali Abdi,Tunisia,Tunisia,Base,494,FALSE,0
495,TUN008,Dylan Bronn,Tunisia,Tunisia,Base,495,FALSE,0
496,TUN009,Ellyes Skhiri,Tunisia,Tunisia,Base,496,FALSE,0
497,TUN010,Aissa Laidouni,Tunisia,Tunisia,Base,497,FALSE,0
498,TUN011,Ferjani Sassi,Tunisia,Tunisia,Base,498,FALSE,0
499,TUN012,Mohamed Ali Ben Romdhane,Tunisia,Tunisia,Base,499,FALSE,0
500,TUN013,Team Photo,Tunisia,Tunisia,Base,500,FALSE,0
501,TUN014,Hannibal Mejbri,Tunisia,Tunisia,Base,501,FALSE,0
502,TUN015,Elias Achouri,Tunisia,Tunisia,Base,502,FALSE,0
503,TUN016,Elias Saad,Tunisia,Tunisia,Base,503,FALSE,0
504,TUN017,Hazem Mastouri,Tunisia,Tunisia,Base,504,FALSE,0
505,TUN018,Ismael Gharbi,Tunisia,Tunisia,Base,505,FALSE,0
506,TUN019,Sayfallah Ltaief,Tunisia,Tunisia,Base,506,FALSE,0
507,TUN020,Naim Sliti,Tunisia,Tunisia,Base,507,FALSE,0
508,BEL001,Emblem,Belgium,Belgium,Foil,508,FALSE,0
509,BEL002,Thibaut Courtois,Belgium,Belgium,Base,509,FALSE,0
510,BEL003,Arthur Theate,Belgium,Belgium,Base,510,FALSE,0
511,BEL004,Timothy Castagne,Belgium,Belgium,Base,511,FALSE,0
512,BEL005,Zeno Debast,Belgium,Belgium,Base,512,FALSE,0
513,BEL006,Brandon Mechele,Belgium,Belgium,Base,513,FALSE,0
514,BEL007,Maxim De Cuyper,Belgium,Belgium,Base,514,FALSE,0
515,BEL008,Thomas Meunier,Belgium,Belgium,Base,515,FALSE,0
516,BEL009,Youri Tielemans,Belgium,Belgium,Base,516,FALSE,0
517,BEL010,Amadou Onana,Belgium,Belgium,Base,517,FALSE,0
518,BEL011,Nicolas Raskin,Belgium,Belgium,Base,518,FALSE,0
519,BEL012,Alexis Saelemaekers,Belgium,Belgium,Base,519,FALSE,0
520,BEL013,Team Photo,Belgium,Belgium,Base,520,FALSE,0
521,BEL014,Hans Vanaken,Belgium,Belgium,Base,521,FALSE,0
522,BEL015,Kevin De Bruyne,Belgium,Belgium,Base,522,FALSE,0
523,BEL016,Jérémy Doku,Belgium,Belgium,Base,523,FALSE,0
524,BEL017,Charles De Ketelaere,Belgium,Belgium,Base,524,FALSE,0
525,BEL018,Leandro Trossard,Belgium,Belgium,Base,525,FALSE,0
526,BEL019,Loïs Openda,Belgium,Belgium,Base,526,FALSE,0
527,BEL020,Romelu Lukaku,Belgium,Belgium,Base,527,FALSE,0
528,BEL002s,Thibaut Courtois,Belgium,Belgium,Silver,528,FALSE,0
529,BEL003s,Arthur Theate,Belgium,Belgium,Silver,529,FALSE,0
530,BEL004s,Timothy Castagne,Belgium,Belgium,Silver,530,FALSE,0
531,BEL005s,Zeno Debast,Belgium,Belgium,Silver,531,FALSE,0
532,BEL006s,Brandon Mechele,Belgium,Belgium,Silver,532,FALSE,0
533,BEL007s,Maxim De Cuyper,Belgium,Belgium,Silver,533,FALSE,0
534,BEL008s,Thomas Meunier,Belgium,Belgium,Silver,534,FALSE,0
535,BEL009s,Youri Tielemans,Belgium,Belgium,Silver,535,FALSE,0
536,BEL010s,Amadou Onana,Belgium,Belgium,Silver,536,FALSE,0
537,BEL011s,Nicolas Raskin,Belgium,Belgium,Silver,537,FALSE,0
538,BEL012s,Alexis Saelemaekers,Belgium,Belgium,Silver,538,FALSE,0
539,BEL014s,Hans Vanaken,Belgium,Belgium,Silver,539,FALSE,0
540,BEL015s,Kevin De Bruyne,Belgium,Belgium,Silver,540,FALSE,0
541,BEL016s,Jérémy Doku,Belgium,Belgium,Silver,541,FALSE,0
542,BEL017s,Charles De Ketelaere,Belgium,Belgium,Silver,542,FALSE,0
543,BEL018s,Leandro Trossard,Belgium,Belgium,Silver,543,FALSE,0
544,BEL019s,Loïs Openda,Belgium,Belgium,Silver,544,FALSE,0
545,BEL020s,Romelu Lukaku,Belgium,Belgium,Silver,545,FALSE,0
546,EGY001,Emblem,Egypt,Egypt,Foil,546,FALSE,0
547,EGY002,Mohamed El Shenawy,Egypt,Egypt,Base,547,FALSE,0
548,EGY003,Mohamed Hany,Egypt,Egypt,Base,548,FALSE,0
549,EGY004,Mohamed Hamdy,Egypt,Egypt,Base,549,FALSE,0
550,EGY005,Yasser Ibrahim,Egypt,Egypt,Base,550,FALSE,0
551,EGY006,Khaled Sobhi,Egypt,Egypt,Base,551,FALSE,0
552,EGY007,Ramy Rabia,Egypt,Egypt,Base,552,FALSE,0
553,EGY008,Hossam Abdelmaguid,Egypt,Egypt,Base,553,FALSE,0
554,EGY009,Ahmed Fatouh,Egypt,Egypt,Base,554,FALSE,0
555,EGY010,Marwan Attia,Egypt,Egypt,Base,555,FALSE,0
556,EGY011,Zizo,Egypt,Egypt,Base,556,FALSE,0
557,EGY012,Hamdy Fathy,Egypt,Egypt,Base,557,FALSE,0
558,EGY013,Team Photo,Egypt,Egypt,Base,558,FALSE,0
559,EGY014,Mohamed Lasheen,Egypt,Egypt,Base,559,FALSE,0
560,EGY015,Emam Ashour,Egypt,Egypt,Base,560,FALSE,0
561,EGY016,Osama Faisal,Egypt,Egypt,Base,561,FALSE,0
562,EGY017,Mohamed Salah,Egypt,Egypt,Base,562,FALSE,0
563,EGY018,Mostafa Mohamed,Egypt,Egypt,Base,563,FALSE,0
564,EGY019,Trezeguet,Egypt,Egypt,Base,564,FALSE,0
565,EGY020,Omar Marsmoush,Egypt,Egypt,Base,565,FALSE,0
566,IRN001,Emblem,Iran,Iran,Foil,566,FALSE,0
567,IRN002,Alirez Beiranvand,Iran,Iran,Base,567,FALSE,0
568,IRN003,Morteza Pouraliganji,Iran,Iran,Base,568,FALSE,0
569,IRN004,Ehsan Hajsafi,Iran,Iran,Base,569,FALSE,0
570,IRN005,Milad Mohammadi,Iran,Iran,Base,570,FALSE,0
571,IRN006,Shojae Khalilzadeh,Iran,Iran,Base,571,FALSE,0
572,IRN007,Ramin Rezaeian,Iran,Iran,Base,572,FALSE,0
573,IRN008,Hossein Kanaani,Iran,Iran,Base,573,FALSE,0
574,IRN009,Sadegh Moharrami,Iran,Iran,Base,574,FALSE,0
575,IRN010,Saleh Hardani,Iran,Iran,Base,575,FALSE,0
576,IRN011,Saeed Ezatolahi,Iran,Iran,Base,576,FALSE,0
577,IRN012,Saman Ghoddos,Iran,Iran,Base,577,FALSE,0
578,IRN013,Team Photo,Iran,Iran,Base,578,FALSE,0
579,IRN014,Omid Noorafkan,Iran,Iran,Base,579,FALSE,0
580,IRN015,Roozbeh Cheshmi,Iran,Iran,Base,580,FALSE,0
581,IRN016,Mohammad Mohebi,Iran,Iran,Base,581,FALSE,0
582,IRN017,Sardar Azmoun,Iran,Iran,Base,582,FALSE,0
583,IRN018,Mehdi Taremi,Iran,Iran,Base,583,FALSE,0
584,IRN019,Alireza Jahanbakhsh,Iran,Iran,Base,584,FALSE,0
585,IRN020,Ali Gholizadeh,Iran,Iran,Base,585,FALSE,0
586,NZL001,Emblem,New Zealand,New Zealand,Foil,586,FALSE,0
587,NZL002,Max Crocombe Payne,New Zealand,New Zealand,Base,587,FALSE,0
588,NZL003,Alex Paulsen,New Zealand,New Zealand,Base,588,FALSE,0
589,NZL004,Michael Boxall,New Zealand,New Zealand,Base,589,FALSE,0
590,NZL005,Liberato Cacace,New Zealand,New Zealand,Base,590,FALSE,0
591,NZL006,Tim Payne,New Zealand,New Zealand,Base,591,FALSE,0
592,NZL007,Tyler Bindon,New Zealand,New Zealand,Base,592,FALSE,0
593,NZL008,Francis de Vries,New Zealand,New Zealand,Base,593,FALSE,0
594,NZL009,Finn Surman,New Zealand,New Zealand,Base,594,FALSE,0
595,NZL010,Joe Bell,New Zealand,New Zealand,Base,595,FALSE,0
596,NZL011,Sarpreet Singh,New Zealand,New Zealand,Base,596,FALSE,0
597,NZL012,Ryan Thomas,New Zealand,New Zealand,Base,597,FALSE,0
598,NZL013,Team Photo,New Zealand,New Zealand,Base,598,FALSE,0
599,NZL014,Matthew Garbett,New Zealand,New Zealand,Base,599,FALSE,0
600,NZL015,Marko Stamenić,New Zealand,New Zealand,Base,600,FALSE,0
601,NZL016,Ben Old,New Zealand,New Zealand,Base,601,FALSE,0
602,NZL017,Chris Wood,New Zealand,New Zealand,Base,602,FALSE,0
603,NZL018,Elijah Just,New Zealand,New Zealand,Base,603,FALSE,0
604,NZL019,Callum McCowatt,New Zealand,New Zealand,Base,604,FALSE,0
605,NZL020,Kosta Barbarouses,New Zealand,New Zealand,Base,605,FALSE,0
606,ESP001,Emblem,Spain,Spain,Foil,606,FALSE,0
607,ESP002,Unai Simon,Spain,Spain,Base,607,FALSE,0
608,ESP003,Robin Le Normand,Spain,Spain,Base,608,FALSE,0
609,ESP004,Aymeric Laporte,Spain,Spain,Base,609,FALSE,0
610,ESP005,Dean Huijsen,Spain,Spain,Base,610,FALSE,0
611,ESP006,Pedro Porro,Spain,Spain,Base,611,FALSE,0
612,ESP007,Dani Carvajal,Spain,Spain,Base,612,FALSE,0
613,ESP008,Marc Cucurella,Spain,Spain,Base,613,FALSE,0
614,ESP009,Martín Zubimendi,Spain,Spain,Base,614,FALSE,0
615,ESP010,Rodri,Spain,Spain,Base,615,FALSE,0
616,ESP011,Pedri,Spain,Spain,Base,616,FALSE,0
617,ESP012,Fabian Ruiz,Spain,Spain,Base,617,FALSE,0
618,ESP013,Team Photo,Spain,Spain,Base,618,FALSE,0
619,ESP014,Mikel Merino,Spain,Spain,Base,619,FALSE,0
620,ESP015,Lamine Yamal,Spain,Spain,Base,620,FALSE,0
621,ESP016,Dani Olmo,Spain,Spain,Base,621,FALSE,0
622,ESP017,Nico Williams,Spain,Spain,Base,622,FALSE,0
623,ESP018,Ferran Torres,Spain,Spain,Base,623,FALSE,0
624,ESP019,Álvaro Morata,Spain,Spain,Base,624,FALSE,0
625,ESP020,Mikel Oyarzabal,Spain,Spain,Base,625,FALSE,0
626,CPV001,Emblem,Cape Verde,Cape Verde,Foil,626,FALSE,0
627,CPV002,Vozinha,Cape Verde,Cape Verde,Base,627,FALSE,0
628,CPV003,Logan Costa,Cape Verde,Cape Verde,Base,628,FALSE,0
629,CPV004,Pico,Cape Verde,Cape Verde,Base,629,FALSE,0
630,CPV005,Diney,Cape Verde,Cape Verde,Base,630,FALSE,0
631,CPV006,Steven Moreira,Cape Verde,Cape Verde,Base,631,FALSE,0
632,CPV007,Wagner Pina,Cape Verde,Cape Verde,Base,632,FALSE,0
633,CPV008,Joao Paulo,Cape Verde,Cape Verde,Base,633,FALSE,0
634,CPV009,Yannick Semedo,Cape Verde,Cape Verde,Base,634,FALSE,0
635,CPV010,Kevin Pina,Cape Verde,Cape Verde,Base,635,FALSE,0
636,CPV011,Patrick Andrade,Cape Verde,Cape Verde,Base,636,FALSE,0
637,CPV012,Jamiro Monteiro,Cape Verde,Cape Verde,Base,637,FALSE,0
638,CPV013,Team Photo,Cape Verde,Cape Verde,Base,638,FALSE,0
639,CPV014,Deroy Duarte,Cape Verde,Cape Verde,Base,639,FALSE,0
640,CPV015,Garry Rodrigues,Cape Verde,Cape Verde,Base,640,FALSE,0
641,CPV016,Jovane Cabral,Cape Verde,Cape Verde,Base,641,FALSE,0
642,CPV017,Ryan Mendes,Cape Verde,Cape Verde,Base,642,FALSE,0
643,CPV018,Dailon Livramento,Cape Verde,Cape Verde,Base,643,FALSE,0
644,CPV019,Willy Semedo,Cape Verde,Cape Verde,Base,644,FALSE,0
645,CPV020,Bebe,Cape Verde,Cape Verde,Base,645,FALSE,0
646,KSA001,Emblem,Saudi Arabia,Saudi Arabia,Foil,646,FALSE,0
647,KSA002,Nawaf Alaqidi,Saudi Arabia,Saudi Arabia,Base,647,FALSE,0
648,KSA003,Abdulrahman Al-Sanbi,Saudi Arabia,Saudi Arabia,Base,648,FALSE,0
649,KSA004,Saud Abdulhamid,Saudi Arabia,Saudi Arabia,Base,649,FALSE,0
650,KSA005,Nawaf Bouwashl,Saudi Arabia,Saudi Arabia,Base,650,FALSE,0
651,KSA006,Jihad Thakri,Saudi Arabia,Saudi Arabia,Base,651,FALSE,0
652,KSA007,Moteb Al-Harbi,Saudi Arabia,Saudi Arabia,Base,652,FALSE,0
653,KSA008,Hassan Altambakti,Saudi Arabia,Saudi Arabia,Base,653,FALSE,0
654,KSA009,Musab Aljuwayr,Saudi Arabia,Saudi Arabia,Base,654,FALSE,0
655,KSA010,Ziyad Aljohani,Saudi Arabia,Saudi Arabia,Base,655,FALSE,0
656,KSA011,Abdullah Alkhaibari,Saudi Arabia,Saudi Arabia,Base,656,FALSE,0
657,KSA012,Nasser Aldawsari,Saudi Arabia,Saudi Arabia,Base,657,FALSE,0
658,KSA013,Team Photo,Saudi Arabia,Saudi Arabia,Base,658,FALSE,0
659,KSA014,Saleh Abu Alshamat,Saudi Arabia,Saudi Arabia,Base,659,FALSE,0
660,KSA015,Marwan Alsahafi,Saudi Arabia,Saudi Arabia,Base,660,FALSE,0
661,KSA016,Salem Aldawsari,Saudi Arabia,Saudi Arabia,Base,661,FALSE,0
662,KSA017,Abdulrahman Al-Aboud,Saudi Arabia,Saudi Arabia,Base,662,FALSE,0
663,KSA018,Feras Akbrikan,Saudi Arabia,Saudi Arabia,Base,663,FALSE,0
664,KSA019,Saleh Alshehri,Saudi Arabia,Saudi Arabia,Base,664,FALSE,0
665,KSA020,Abdullah Al-Hamdan,Saudi Arabia,Saudi Arabia,Base,665,FALSE,0
666,URU001,Emblem,Uruguay,Uruguay,Foil,666,FALSE,0
667,URU002,Sergio Rochet,Uruguay,Uruguay,Base,667,FALSE,0
668,URU003,Santiago Mele,Uruguay,Uruguay,Base,668,FALSE,0
669,URU004,Ronald Araujo,Uruguay,Uruguay,Base,669,FALSE,0
670,URU005,José María Giménez,Uruguay,Uruguay,Base,670,FALSE,0
671,URU006,Sebastian Caceres,Uruguay,Uruguay,Base,671,FALSE,0
672,URU007,Mathias Olivera,Uruguay,Uruguay,Base,672,FALSE,0
673,URU008,Guillermo Varela,Uruguay,Uruguay,Base,673,FALSE,0
674,URU009,Nahitan Nandez,Uruguay,Uruguay,Base,674,FALSE,0
675,URU010,Federico Valverde,Uruguay,Uruguay,Base,675,FALSE,0
676,URU011,Giorgian De Arrascaeta,Uruguay,Uruguay,Base,676,FALSE,0
677,URU012,Rodrigo Bentancur,Uruguay,Uruguay,Base,677,FALSE,0
678,URU013,Team Photo,Uruguay,Uruguay,Base,678,FALSE,0
679,URU014,Manuel Ugarte,Uruguay,Uruguay,Base,679,FALSE,0
680,URU015,Nicolás de la Cruz,Uruguay,Uruguay,Base,680,FALSE,0
681,URU016,Maxi Araujo,Uruguay,Uruguay,Base,681,FALSE,0
682,URU017,Darwin Núñez,Uruguay,Uruguay,Base,682,FALSE,0
683,URU018,Federico Viñas,Uruguay,Uruguay,Base,683,FALSE,0
684,URU019,Rodrigo Aguirre,Uruguay,Uruguay,Base,684,FALSE,0
685,URU020,Facundo Pellistri,Uruguay,Uruguay,Base,685,FALSE,0
686,FRA001,Emblem,France,France,Foil,686,FALSE,0
687,FRA002,Mike Maignan,France,France,Base,687,FALSE,0
688,FRA003,Theo Hernandez,France,France,Base,688,FALSE,0
689,FRA004,William Saliba,France,France,Base,689,FALSE,0
690,FRA005,Jules Kounde,France,France,Base,690,FALSE,0
691,FRA006,Ibrahima Konate,France,France,Base,691,FALSE,0
692,FRA007,Dayot Upamecano,France,France,Base,692,FALSE,0
693,FRA008,Lucas Digne,France,France,Base,693,FALSE,0
694,FRA009,Aurélien Tchouaméni,France,France,Base,694,FALSE,0
695,FRA010,Eduardo Camavinga,France,France,Base,695,FALSE,0
696,FRA011,Manu Kone,France,France,Base,696,FALSE,0
697,FRA012,Adrien Rabiot,France,France,Base,697,FALSE,0
698,FRA013,Team Photo,France,France,Base,698,FALSE,0
699,FRA014,Michael Olise,France,France,Base,699,FALSE,0
700,FRA015,Ousmane Dembele,France,France,Base,700,FALSE,0
701,FRA016,Bradley Barcola,France,France,Base,701,FALSE,0
702,FRA017,Désiré Doué,France,France,Base,702,FALSE,0
703,FRA018,Kingsley Coman,France,France,Base,703,FALSE,0
704,FRA019,Hugo Ekitike,France,France,Base,704,FALSE,0
705,FRA020,Kylian Mbappe,France,France,Base,705,FALSE,0
706,SEN001,Emblem,Senegal,Senegal,Foil,706,FALSE,0
707,SEN002,Eduardo Mendy,Senegal,Senegal,Base,707,FALSE,0
708,SEN003,Yehvann Diouf,Senegal,Senegal,Base,708,FALSE,0
709,SEN004,Moussa Niakhaté,Senegal,Senegal,Base,709,FALSE,0
710,SEN005,Abdoulaye Seck,Senegal,Senegal,Base,710,FALSE,0
711,SEN006,Ismail Jakobs,Senegal,Senegal,Base,711,FALSE,0
712,SEN007,El Hadji Malick Diouf,Senegal,Senegal,Base,712,FALSE,0
713,SEN008,Kalidou Koulibaly,Senegal,Senegal,Base,713,FALSE,0
714,SEN009,Idrissa Gana Gueye,Senegal,Senegal,Base,714,FALSE,0
715,SEN010,Pape Matar Sarr,Senegal,Senegal,Base,715,FALSE,0
716,SEN011,Pape Gueye,Senegal,Senegal,Base,716,FALSE,0
